Email_ID,Email_Text,Sender,Subject,Message_Length,Number_of_Links,Number_of_Special_Characters,Number_of_Capital_Letters,Label
EML02708,"URGENT: Your account requires immediate action a special discount of 90% off on luxury watches. Hurry, offer valid only for the next few hours! Reply immediately to http://job-offer-cash.click/apply with your bank details. Time is running out, claim your reward TODAY.",no-reply@free-money-fast.biz,FREE iPhone 15 Pro - Claim Now,268,1,2,15,Spam
EML02709,Exclusive deal available for 24 hours only your recent order requires additional verification before it can be processed further. Confirm here: http://account-alert-update.site/confirm Hurry! Only a few slots remaining!!!,admin@account-verification.site,Claim Your FREE Reward Today,221,1,4,4,Spam
EML02710,"Hi John, Please review the attached minutes of the meeting and let me know if any corrections are needed before we circulate them. Thanks and regards, Sneha Nair",admin@office-portal.com,Your Order Has Been Shipped,161,0,0,6,Ham
EML02711,"Hello Everyone, Your subscription renewal is due soon, click here to manage your account. Kind regards, Rahul Verma",professor.rao@college.edu,Quarterly Report Attached,115,0,0,6,Ham
EML02712,"FINAL NOTICE regarding your payment a job offer paying $5000 per week working from home, no experience needed. Reply with your personal details to start. Follow this link http://secure-bank-verify.info/login to verify. Hurry! Only a few slots remaining!!!",offers@luxury-deals-cheap.shop,Your Refund Is Waiting,255,1,5,15,Spam
EML02713,URGENT: Your account requires immediate action access to premium software completely free. Download  the attached file now to activate your license. Download now: http://get-rich-quick.top/offer Hurry! Only a few slots remaining!!!,support@bank-security-alert.info,Congratulations Lucky Winner,231,1,4,11,Spam
EML02714,"Hi Team, I hope this email finds you well. I wanted to follow up on the meeting we had last week regarding the project timeline. Kind regards, Rahul Verma",noreply@shipping-service.com,Minutes of the Meeting,154,0,0,7,Ham
EML02715,"Hi Team, Your subscription renewal is due soon, click here to manage your account. Warm regards, Arjun Menon",support@onlinestore.com,Your Order Has Been Shipped,108,0,0,6,Ham
EML02716,"Hi Team, I am writing to confirm our appointment scheduled for next Monday at 3 PM. Please let me know if this time still works for you. Looking forward to your reply, Karthik Raj",accounts@finance-services.com,Syllabus for Upcoming Semester,179,0,0,10,Ham
EML02717,"Act now before it's too late cheap replica designer handbags shipped worldwide, buy 1 get 3 free, limited stock available today only. Call our toll-free hotline NOW or click http://winner-notification.club/claim 100% guaranteed, no risk involved!",admin@account-verification.site,Limited Time Offer - 90% OFF,246,1,2,5,Spam
EML02718,"Your package could not be delivered our records show your subscription is about to expire, please update your payment information soon. Reply immediately to http://job-offer-cash.click/apply with your bank details. Time is running out, claim your reward TODAY.",support@bank-security-alert.info,FINAL NOTICE: Account Suspension,260,1,0,8,Spam
EML02719,"Hi John, Please find attached the quarterly report for your review. Let me know if you have any questions or need further clarification. Regards, Karthik",priya.sharma@company.com,Invoice for Last Month,153,0,0,6,Ham
EML02720,"Winner Notification: You have WON our records show your subscription is about to expire, please update your payment information soon.",support@bank-security-alert.info,Your Refund Is Waiting,133,0,0,6,Spam
EML02721,"Winner Notification: You have WON access to premium software completely free. Download the attached file now to activate your license. Click here now: http://claim-your-prize-now.win/reward Time is running out, claim your reward TODAY.",admin@account-verification.site,Limited Time Offer - 90% OFF,235,1,0,14,Spam
EML02722,"Dear Customer, Just a quick note to say thank you for your help with the project. Your input was extremely valuable to the team. Thank you, Arjun Menon",priya.sharma@company.com,Syllabus for Upcoming Semester,151,0,0,7,Ham
EML02723,URGENT: Your account requires immediate action a refund of your recent purchase. Please confirm your credit card number and CVV to process the refund. Confirm here: http://account-alert-update.site/confirm Don't miss this once in a lifetime opportunity!,prizeteam@lottery-winners.win,FINAL NOTICE: Account Suspension,253,1,1,13,Spam
EML02724,"CONGRATULATIONS! You have been selected an inheritance claim from a distant relative worth $2,500,000. Contact our lawyer immediately with your details. Visit http://free-money-fast.biz/claim to proceed immediately. This offer will not be repeated. Act NOW!!!",prizeteam@lottery-winners.win,Claim Your FREE Reward Today,259,1,5,23,Spam
EML02725,URGENT: Your account requires immediate action verification that your bank account has been suspended. Click here to verify your details and avoid permanent closure. Confirm here: http://account-alert-update.site/confirm,offers@luxury-deals-cheap.shop,Claim Your FREE Reward Today,220,1,0,9,Spam
EML02726,"Claim your FREE reward now verification that your bank account has been suspended. Click here to verify your details and avoid permanent closure. Order now at http://luxury-deals-cheap.shop/buy before stock runs out!!! 100% guaranteed, no risk involved!",prizeteam@lottery-winners.win,Limited Time Offer - 90% OFF,253,1,5,7,Spam
EML02727,"CONGRATULATIONS! You have been selected an exclusive investment opportunity with guaranteed 500% returns in just 7 days. Limited slots available, act fast! Visit http://free-money-fast.biz/claim to proceed immediately. Hurry! Only a few slots remaining!!!",prizeteam@lottery-winners.win,Exclusive Investment Opportunity,255,1,7,20,Spam
EML02728,"Hi John, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Kind regards, Sneha Nair",noreply@shipping-service.com,Minutes of the Meeting,155,0,0,7,Ham
EML02729,"FINAL NOTICE regarding your payment a cash prize of $1,000,000 in our international lottery. Send your bank details to process the transfer immediately. Call our toll-free hotline NOW or click http://winner-notification.club/claim",prizeteam@lottery-winners.win,Exclusive Investment Opportunity,230,1,1,16,Spam
EML02730,"Hello, Your subscription renewal is due soon, click here to manage your account. Kind regards, Suresh Kumar",admin@office-portal.com,Weekly Team Meeting Reminder,107,0,0,5,Ham
EML02731,"Hi Team, I am writing to confirm our appointment scheduled for next Monday at 3 PM. Please let me know if this time still works for you. Regards, Priya Sharma",priya.sharma@company.com,Scheduled System Maintenance,158,0,0,10,Ham
EML02732,Limited Time Offer just for YOU a refund of your recent purchase. Please confirm your credit card number and CVV to process the refund. Confirm here: http://account-alert-update.site/confirm,admin@account-verification.site,Work From Home - Earn $5000/Week,190,1,0,11,Spam
EML02733,"Hello, The system maintenance is scheduled for this weekend. Services may be temporarily unavailable between 1 AM and 4 AM. Kind regards, Meera Pillai",admin@office-portal.com,Weekly Team Meeting Reminder,150,0,0,10,Ham
EML02734,"Dear Sir/Madam, The system maintenance is scheduled for this weekend. Services may be temporarily unavailable between 1 AM and 4 AM. Thanks and regards, Arjun Menon",noreply@shipping-service.com,Weekly Team Meeting Reminder,164,0,0,12,Ham
EML02735,"Hello, Don't miss our end of season sale, discounts available this week only. Warm regards, Sneha Nair",support@onlinestore.com,Project Timeline Update,102,0,0,5,Ham
EML02736,"Dear Sir/Madam, I would like to schedule a call to discuss the recent changes in the project scope. Please let me know your availability this week. Thank you, Rahul Verma",noreply@shipping-service.com,Syllabus for Upcoming Semester,170,0,0,8,Ham
EML02737,"Hi Professor, I hope this email finds you well. I wanted to follow up on the meeting we had last week regarding the project timeline. Sincerely, Arjun Menon",professor.rao@college.edu,Meeting Follow-up,156,0,0,7,Ham
EML02738,"Hello Everyone, Don't miss our end of season sale, discounts available this week only. Regards, Karthik Raj",hr@techsolutions.com,Minutes of the Meeting,107,0,0,6,Ham
EML02739,Limited Time Offer just for YOU we noticed unusual activity on your account and recommend confirming your details as a precaution. Download now: http://get-rich-quick.top/offer,offers@luxury-deals-cheap.shop,Work From Home - Earn $5000/Week,176,1,0,7,Spam
EML02740,"Dear Sir/Madam, Attached is the invoice for the services rendered last month. Kindly process the payment at your earliest convenience. Best regards, Sneha Nair",priya.sharma@company.com,Invoice for Last Month,159,0,0,8,Ham
EML02741,"You are our lucky visitor today a refund of your recent purchase. Please confirm your credit card number and CVV to process the refund. Confirm here: http://account-alert-update.site/confirm Time is running out, claim your reward TODAY.",no-reply@free-money-fast.biz,URGENT: Verify Your Account Now,236,1,0,12,Spam
EML02742,"Hi Professor, The system maintenance is scheduled for this weekend. Services may be temporarily unavailable between 1 AM and 4 AM. Looking forward to your reply, Priya Sharma",accounts@finance-services.com,Invoice for Last Month,174,0,0,11,Ham
EML02743,"Dear Manager, This is a reminder that our team meeting is scheduled for tomorrow at 10 AM in the conference room. Please come prepared. Looking forward to your reply, Meera Pillai",priya.sharma@company.com,Weekly Team Meeting Reminder,179,0,0,9,Ham
EML02744,"Hi Team, I hope this email finds you well. I wanted to follow up on  the meeting we had last week regarding the project timeline. Looking forward to your reply, Meera Pillai",noreply@shipping-service.com,Project Timeline Update,173,0,0,7,Ham
EML02745,"Hi Team, Please find attached  the quarterly report for your review. Let me know if you have any questions or need further clarification. Best regards, Vikram Singh",support@onlinestore.com,Appointment Confirmation,164,0,0,7,Ham
EML02746,"Good morning, Just a quick note to say thank you for your help with the project. Your input was extremely valuable to the team. Thank you, Meera Pillai",support@onlinestore.com,Weekly Team Meeting Reminder,151,0,0,6,Ham
EML02747,"URGENT: Your account requires immediate action a special discount of 90% off on luxury watches. Hurry, offer valid only for the next few hours! Visit http://free-money-fast.biz/claim to proceed immediately. Time is running out, claim your reward TODAY.",winner@international-lottery.org,Work From Home - Earn $5000/Week,252,1,2,15,Spam
EML02748,"Hey, Your order has been shipped and is expected to arrive within 3-5 business days. Track your shipment using the order ID provided. Best regards, Suresh Kumar",rahul.verma@university.edu,Syllabus for Upcoming Semester,160,0,0,8,Ham
EML02749,"Dear Manager, I would like to schedule a call to discuss the recent changes in the project scope. Please let me know your availability this week. Thanks and regards, Meera Pillai",noreply@shipping-service.com,Project Timeline Update,178,0,0,7,Ham
EML02750,"Hi John, Could you please share  the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Regards, Suresh Kumar",support@onlinestore.com,Invoice for Last Month,153,0,0,7,Ham
EML02751,"Hi Team, This is a reminder that our team meeting is scheduled for tomorrow at 10 AM in  the conference room. Please come prepared. Thanks and regards, Karthik Raj",accounts@finance-services.com,Appointment Confirmation,163,0,0,9,Ham
EML02752,"Your package could not be delivered a business proposal that may interest you, kindly review the attached document and share your thoughts. Reply immediately to http://job-offer-cash.click/apply with your bank details. This offer will not be repeated. Act NOW!!!",admin@account-verification.site,Limited Time Offer - 90% OFF,262,1,3,7,Spam
EML02753,"Good morning, The system maintenance is scheduled for this weekend. Services may be temporarily unavailable between 1 AM and 4 AM. Thank you, Meera Pillai",hr@techsolutions.com,Minutes of the Meeting,154,0,0,10,Ham
EML02754,"Hi Professor, Limited seats left for our upcoming webinar, register using  the link below. Best regards, Sneha Nair",admin@office-portal.com,Minutes of the Meeting,115,0,0,6,Ham
EML02755,"Hey, Please review the attached minutes of the meeting and let me know if any corrections are needed before we circulate them. Warm regards, Sneha Nair",admin@office-portal.com,Minutes of the Meeting,151,0,0,5,Ham
EML02756,"Dear Sir/Madam, This is a reminder that our team meeting is scheduled for tomorrow at 10 AM in the conference room. Please come prepared. Sincerely, Vikram Singh",hr@techsolutions.com,Project Timeline Update,161,0,0,10,Ham
EML02757,"You are our lucky visitor today we noticed unusual activity on your account and recommend confirming your details as a precaution. Click here now: http://claim-your-prize-now.win/reward Time is running out, claim your reward TODAY.",hr@work-from-home-jobs.top,Congratulations Lucky Winner,231,1,0,8,Spam
EML02758,URGENT: Your account requires immediate action a brand new iPhone 15 Pro absolutely free of cost. Click the link below to claim your prize before it expires! Visit http://free-money-fast.biz/claim to proceed immediately. This offer will not be repeated. Act NOW!!!,no-reply@free-money-fast.biz,Claim Your FREE Reward Today,264,1,4,16,Spam
EML02759,Limited Time Offer just for YOU verification that your bank account has been suspended. Click here to verify your details and avoid permanent closure. Download now: http://get-rich-quick.top/offer Don't miss this once in a lifetime opportunity!,prizeteam@lottery-winners.win,FINAL NOTICE: Account Suspension,244,1,1,9,Spam
EML02760,"Winner Notification: You have WON an exclusive investment opportunity with guaranteed 500% returns in just 7 days. Limited slots available, act fast! Reply immediately to http://job-offer-cash.click/apply with your bank details. Don't miss this once in a lifetime opportunity!",offers@luxury-deals-cheap.shop,FREE iPhone 15 Pro - Claim Now,276,1,3,9,Spam
EML02761,"Hello Everyone, Thank you for your prompt response. I have updated the document as per your suggestions and shared it in the drive folder. Sincerely, Priya Sharma",professor.rao@college.edu,Appointment Confirmation,162,0,0,7,Ham
EML02762,Act now before it's too late verification that your bank account has been suspended. Click here to verify your details and avoid permanent closure. Click here now: http://claim-your-prize-now.win/reward This offer will not be repeated. Act NOW!!!,support@bank-security-alert.info,"You Have WON $1,000,000!!!",246,1,3,8,Spam
EML02763,"Dear Customer, This is a reminder that our team meeting is scheduled for tomorrow at 10 AM in  the conference room. Please come prepared. Kind regards, Rahul Verma",hr@techsolutions.com,Syllabus for Upcoming Semester,163,0,0,9,Ham
EML02764,"Hi John, Your order has been shipped and is expected to arrive within 3-5 business days. Track your shipment using the order ID provided. Regards, Rahul Verma",admin@office-portal.com,Syllabus for Upcoming Semester,158,0,0,9,Ham
EML02765,"Good morning, Just a quick note to say thank you for your help with the project. Your input was extremely valuable to the team. Thanks and regards, Rahul Verma",hr@techsolutions.com,Invoice for Last Month,159,0,0,6,Ham
EML02766,"Hello, I would like to schedule a call to discuss  the recent changes in the project scope. Please let me know your availability this week. Looking forward to your reply, Karthik Raj",rahul.verma@university.edu,Minutes of the Meeting,182,0,0,6,Ham
EML02767,"Hi Professor, Please review the attached minutes of the meeting and let me know if any corrections are needed before we circulate them. Looking forward to your reply, Arjun Menon",support@onlinestore.com,Scheduled System Maintenance,178,0,0,6,Ham
EML02768,"Hi Team, The system maintenance is scheduled for this weekend. Services may be temporarily unavailable between 1 AM and 4 AM. Best regards, Suresh Kumar",noreply@shipping-service.com,Scheduled System Maintenance,152,0,0,11,Ham
EML02769,"Hi Professor, Just a quick note to say thank you for your help with the project. Your input was extremely valuable to the team. Looking forward to your reply, Divya Krishnan",manager@projectteam.org,Your Order Has Been Shipped,173,0,0,7,Ham
EML02770,URGENT: Your account requires immediate action a brand new iPhone 15 Pro absolutely free of cost. Click the link below to claim your prize before it expires! Click here now: http://claim-your-prize-now.win/reward,offers@luxury-deals-cheap.shop,Limited Time Offer - 90% OFF,212,1,1,11,Spam
EML02771,"Dear Manager, I hope this email finds you well. I wanted to follow up on the meeting we had last week regarding the project timeline. Warm regards, Vikram Singh",priya.sharma@company.com,Syllabus for Upcoming Semester,160,0,0,7,Ham
EML02772,Your package could not be delivered access to premium software completely free. Download the attached file now to activate your license. Order now at http://luxury-deals-cheap.shop/buy before stock runs out!!! This offer will not be repeated. Act NOW!!!,no-reply@free-money-fast.biz,Exclusive Investment Opportunity,253,1,6,8,Spam
EML02773,"Winner Notification: You have WON a special discount of 90% off on luxury watches. Hurry, offer valid only for the next few hours! Call our toll-free hotline NOW or click http://winner-notification.club/claim 100% guaranteed, no",no-reply@free-money-fast.biz,FINAL NOTICE: Account Suspension,228,1,3,11,Spam
EML02774,Act now before it's too late a refund of your recent purchase. Please confirm your credit card number and CVV to process the refund. Visit http://free-money-fast.biz/claim to proceed immediately.,prizeteam@lottery-winners.win,Exclusive Investment Opportunity,195,1,0,6,Spam
EML02775,"Claim your FREE reward now a job offer paying $5000 per week working from home, no experience needed. Reply with your personal details to start. Reply immediately to http://job-offer-cash.click/apply with your",admin@account-verification.site,Exclusive Investment Opportunity,209,1,1,7,Spam
EML02776,"Your package could not be delivered a business proposal that may interest you, kindly review the attached document and share your thoughts.  Hurry! Only a few slots remaining!!!",admin@account-verification.site,FREE iPhone 15 Pro - Claim Now,177,0,4,3,Spam
EML02777,"Dear Customer, I hope this email finds you well. I wanted to follow up on the meeting we had last week regarding the project timeline. Kind regards, Divya Krishnan",manager@projectteam.org,Minutes of the Meeting,163,0,0,7,Ham
EML02778,"Hi Team, Thank you for your prompt response. I have updated the document as per your suggestions and shared it in the drive folder. Regards, Divya",support@onlinestore.com,Quarterly Report Attached,146,0,0,6,Ham
EML02779,"Hello, Attached is the invoice for the services rendered last month. Kindly process the payment at your earliest convenience. Sincerely, Meera Pillai",support@onlinestore.com,Appointment Confirmation,149,0,0,6,Ham
EML02780,"Claim your FREE reward now a cash prize of $1,000,000 in our international lottery. Send your bank details to process the transfer immediately. Click here now: http://claim-your-prize-now.win/reward",winner@international-lottery.org,Exclusive Investment Opportunity,198,1,1,7,Spam
EML02781,"Hello Everyone, Attached is the invoice for the services rendered last month. Kindly process the payment at your earliest convenience. Sincerely, Meera Pillai",priya.sharma@company.com,Your Order Has Been Shipped,158,0,0,7,Ham
EML02782,"CONGRATULATIONS! You have been selected a free trial of our miracle weight loss pills. Lose 10kg in one week, no diet or exercise required! Download now: http://get-rich-quick.top/offer",support@bank-security-alert.info,FINAL NOTICE: Account Suspension,185,1,2,18,Spam
EML02783,"Hi John, The system maintenance is scheduled for this weekend. Services may be temporarily unavailable between 1 AM and 4 AM. Thank you, Vikram Singh",hr@techsolutions.com,Syllabus for Upcoming Semester,149,0,0,11,Ham
EML02784,"Hello Everyone, I would like to schedule a call to discuss the recent changes in the project scope. Please let me know your availability this week. Best regards, Arjun Menon",noreply@shipping-service.com,Your Order Has Been Shipped,173,0,0,7,Ham
EML02785,"Dear Sir/Madam, The system maintenance is scheduled for this weekend. Services may be temporarily unavailable between 1 AM and 4 AM. Kind regards, Vikram",team@workplace.net,Quarterly Report Attached,153,0,0,11,Ham
EML02786,"Exclusive deal available for 24 hours only a cash prize of $1,000,000 in our international lottery. Send your bank details to process the transfer immediately. Download now: http://get-rich-quick.top/offer Hurry! Only a few slots remaining!!!",winner@international-lottery.org,Claim Your FREE Reward Today,242,1,5,5,Spam
EML02787,"Claim your FREE reward now our records show your subscription is about to expire, please update your payment information soon. Reply immediately to http://job-offer-cash.click/apply with your bank details. Don't miss this once in a lifetime opportunity!",hr@work-from-home-jobs.top,Your Refund Is Waiting,253,1,1,7,Spam
EML02788,"Hi Team, The system maintenance is scheduled for this weekend. Services may be temporarily unavailable between 1 AM and 4 AM. Looking forward to your reply, Rahul Verma",rahul.verma@university.edu,Meeting Follow-up,168,0,0,11,Ham
EML02789,CONGRATULATIONS! You have been selected verification that your bank account has been suspended. Click here to verify your details and avoid permanent closure. Call our toll-free hotline NOW or click http://winner-notification.club/claim,no-reply@free-money-fast.biz,"You Have WON $1,000,000!!!",236,1,1,21,Spam
EML02790,"Hi Professor, I would like to schedule a call to discuss the recent changes in the project scope. Please let me know your availability this week. Sincerely, Rahul Verma",rahul.verma@university.edu,Minutes of the Meeting,168,0,0,7,Ham
EML02791,"Dear Sir/Madam, We have a special offer just for our newsletter subscribers this month. Kind regards, Ananya Iyer",hr@techsolutions.com,Your Order Has Been Shipped,113,0,0,7,Ham
EML02792,"Hi Professor, The system maintenance is scheduled for this weekend. Services may be temporarily unavailable between 1 AM and 4 AM. Sincerely, Karthik Raj",noreply@shipping-service.com,Weekly Team Meeting Reminder,153,0,0,11,Ham
EML02793,"Dear Customer, Attached is  the invoice for the services rendered last month. Kindly process the payment at your earliest convenience. Looking forward to your reply, Vikram Singh",rahul.verma@university.edu,Your Order Has Been Shipped,178,0,0,7,Ham
EML02794,FINAL NOTICE regarding your payment a chance to win a brand new car by simply clicking the link and filling out a short form with your details. Click here now: http://claim-your-prize-now.win/reward Hurry! Only a few slots remaining!!!,admin@account-verification.site,Work From Home - Earn $5000/Week,235,1,4,14,Spam
EML02795,"Hey, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Regards, Priya Sharma",priya.sharma@company.com,Scheduled System Maintenance,148,0,0,6,Ham
EML02796,"FINAL NOTICE regarding your payment cheap replica designer handbags shipped worldwide, buy 1 get 3 free, limited stock available today only. Call our toll-free hotline NOW or click http://winner-notification.club/claim Don't miss this once in a lifetime opportunity!",no-reply@free-money-fast.biz,Exclusive Investment Opportunity,266,1,1,16,Spam
EML02797,"Hello Everyone, Just a quick note to say thank you for your help with the project. Your input was extremely valuable to the team. Best regards, Vikram Singh",noreply@shipping-service.com,Project Timeline Update,156,0,0,7,Ham
EML02798,"Claim your FREE reward now a cash prize of $1,000,000 in our international lottery. Send your bank details to process  the transfer immediately. Call our toll-free hotline NOW or click http://winner-notification.club/claim",support@bank-security-alert.info,Your Refund Is Waiting,222,1,1,10,Spam
EML02799,"Hello Everyone, Don't miss our end of season sale, discounts available this week only. Kind regards, Arjun Menon",noreply@shipping-service.com,Scheduled System Maintenance,112,0,0,6,Ham
EML02800,"Your package could not be delivered a cash prize of $1,000,000 in our international lottery. Send your bank details to process the transfer immediately. Download now: http://get-rich-quick.top/offer 100% guaranteed, no risk involved!",deals@discount-mega-sale.club,Congratulations Lucky Winner,233,1,3,3,Spam
EML02801,You are our lucky visitor today access to premium software completely free. Download the attached file now to activate your license. Order now at http://luxury-deals-cheap.shop/buy before stock runs out!!! Hurry! Only a few slots remaining!!!,hr@work-from-home-jobs.top,Work From Home - Earn $5000/Week,242,1,7,5,Spam
EML02802,"Hello, The system maintenance is scheduled for this weekend. Services may be temporarily unavailable between 1 AM and 4 AM. Sincerely, Sneha Nair",manager@projectteam.org,Weekly Team Meeting Reminder,145,0,0,10,Ham
EML02803,"You are our lucky visitor today a brand new iPhone 15 Pro absolutely free of cost. Click the link below to claim your prize before it expires! Confirm here: http://account-alert-update.site/confirm Time is running out, claim your reward TODAY.",admin@account-verification.site,Limited Time Offer - 90% OFF,243,1,1,11,Spam
EML02804,Exclusive deal available for 24 hours only we noticed unusual activity on your account and recommend confirming your details as a precaution. Visit http://free-money-fast.biz/claim to proceed immediately.,winner@international-lottery.org,Limited Time Offer - 90% OFF,204,1,0,2,Spam
EML02805,"Hi John, This is a reminder that our team meeting is scheduled for tomorrow at 10 AM in  the conference room. Please come prepared. Regards, Ananya Iyer",hr@techsolutions.com,Appointment Confirmation,152,0,0,9,Ham
EML02806,Claim your FREE reward now verification that your bank account has been suspended. Click here to verify your details and avoid permanent closure. Follow this link http://secure-bank-verify.info/login to verify. Don't miss this once in a lifetime opportunity!,deals@discount-mega-sale.club,Congratulations Lucky Winner,258,1,1,8,Spam
EML02807,"Hi Professor, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Kind regards, Suresh Kumar",admin@office-portal.com,Minutes of the Meeting,162,0,0,7,Ham
EML02808,"Limited Time Offer just for YOU a business proposal that may interest you, kindly review the attached document and share your thoughts. Follow this link http://secure-bank-verify.info/login to verify. 100% guaranteed, no risk involved!",winner@international-lottery.org,Congratulations Lucky Winner,235,1,2,7,Spam
EML02809,"Hey, Please review  the attached minutes of the meeting and let me know if any corrections are needed before we circulate them. Thank you, Sneha Nair",hr@techsolutions.com,Scheduled System Maintenance,149,0,0,5,Ham
EML02810,"Dear Customer, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Kind regards, Priya Sharma",support@onlinestore.com,Your Order Has Been Shipped,163,0,0,7,Ham
EML02811,"URGENT: Your account requires immediate action our records show your subscription is about to expire, please update your payment information soon. Click here now: http://claim-your-prize-now.win/reward",winner@international-lottery.org,"You Have WON $1,000,000!!!",201,1,0,8,Spam
EML02812,"Your package could not be delivered an inheritance claim from a distant relative worth $2,500,000. Contact our lawyer immediately with your details. Call our toll-free hotline NOW or click http://winner-notification.club/claim",winner@international-lottery.org,Limited Time Offer - 90% OFF,226,1,1,6,Spam
EML02813,"Hi Professor, As a valued customer, enjoy 20% off your next purchase with code SAVE20. Thanks and regards, Arjun Menon",professor.rao@college.edu,Quarterly Report Attached,118,0,1,10,Ham
EML02814,"Hello Everyone, The system maintenance is scheduled for this weekend. Services may be temporarily unavailable between 1 AM and 4 AM. Looking forward to your reply, Suresh Kumar",support@onlinestore.com,Quarterly Report Attached,176,0,0,11,Ham
EML02815,"Hi Team, Thank you for your prompt response. I have updated the document as per your suggestions and shared it in the drive folder. Thanks and regards, Karthik Raj",professor.rao@college.edu,Your Order Has Been Shipped,163,0,0,7,Ham
EML02816,"URGENT: Your account requires immediate action your recent order requires additional verification before it can be processed further.  100% guaranteed, no risk involved!",prizeteam@lottery-winners.win,Work From Home - Earn $5000/Week,169,0,2,7,Spam
EML02817,"Hello, Thank you for your prompt response. I have updated the document as per your suggestions and shared it in the drive folder. Best regards,",noreply@shipping-service.com,Syllabus for Upcoming Semester,143,0,0,4,Ham
EML02818,"Hi John, Your order has been shipped and is expected to arrive within 3-5 business days. Track your shipment using the order ID provided. Kind regards, Arjun Menon",priya.sharma@company.com,Project Timeline Update,163,0,0,9,Ham
EML02819,"Claim your FREE reward now a free trial of our miracle weight loss pills. Lose 10kg in one week, no diet or exercise required! Follow this link http://secure-bank-verify.info/login to verify.",offers@luxury-deals-cheap.shop,Exclusive Investment Opportunity,191,1,1,7,Spam
EML02820,"Hi Team, The system maintenance is scheduled for this weekend. Services may be temporarily unavailable between 1 AM and 4 AM. Thanks and regards, Priya Sharma",accounts@finance-services.com,Weekly Team Meeting Reminder,158,0,0,11,Ham
EML02821,Exclusive deal available for 24 hours only a refund of your recent purchase. Please confirm your credit card number and CVV to process the refund. Reply immediately to http://job-offer-cash.click/apply with your bank details.,deals@discount-mega-sale.club,Limited Time Offer - 90% OFF,225,1,0,6,Spam
EML02822,"Dear Customer, I am writing to confirm our appointment scheduled for next Monday at 3 PM. Please let me know if this time still works for you. Sincerely, Ananya Iyer",hr@techsolutions.com,Syllabus for Upcoming Semester,165,0,0,10,Ham
EML02823,"Dear Customer, Your subscription renewal is due soon, click here to manage your account. Best regards, Sneha Nair",priya.sharma@company.com,Weekly Team Meeting Reminder,113,0,0,6,Ham
EML02824,"Dear Manager, Please find attached the quarterly report for your review. Let me know if you have any questions or need further clarification. Looking forward to your reply, Arjun Menon",professor.rao@college.edu,Minutes of the Meeting,184,0,0,7,Ham
EML02825,"You are our lucky visitor today a free trial of our miracle weight loss pills. Lose 10kg in one week, no diet or exercise required! Click here now: http://claim-your-prize-now.win/reward This offer will not be repeated. Act NOW!!!",admin@account-verification.site,Exclusive Investment Opportunity,230,1,4,8,Spam
EML02826,"Dear Manager, Attached is the invoice for the services rendered last month. Kindly process the payment at your earliest convenience. Thanks and regards, Karthik Raj",noreply@shipping-service.com,Syllabus for Upcoming Semester,164,0,0,7,Ham
EML02827,Winner Notification: You have WON access to premium software completely free. Download the attached file now to activate your license. Download now: http://get-rich-quick.top/offer This offer will not be repeated. Act NOW!!!,support@bank-security-alert.info,Limited Time Offer - 90% OFF,224,1,3,13,Spam
EML02828,"Good morning, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Sincerely, Divya Krishnan",rahul.verma@university.edu,Your Order Has Been Shipped,161,0,0,6,Ham
EML02829,"Good morning, We have a special offer just for our newsletter subscribers this month. Kind regards, Rahul Verma",team@workplace.net,Your Order Has Been Shipped,111,0,0,5,Ham
EML02830,Your package could not be delivered a refund of your recent purchase. Please confirm your credit card number and CVV to process the refund. Confirm here: http://account-alert-update.site/confirm,hr@work-from-home-jobs.top,Limited Time Offer - 90% OFF,194,1,0,6,Spam
EML02831,"Your package could not be delivered a free trial of our miracle weight loss pills. Lose 10kg in one week, no diet or exercise required! Reply immediately to http://job-offer-cash.click/apply with your bank details. 100% guaranteed, no risk involved!",hr@work-from-home-jobs.top,Claim Your FREE Reward Today,249,1,3,3,Spam
EML02832,"Hello, Don't miss our end of season sale, discounts available this week only. Sincerely, Suresh Kumar",professor.rao@college.edu,Meeting Follow-up,101,0,0,5,Ham
EML02833,"Hi Team, Please find attached the quarterly report for your review. Let me know if you have any questions or need further clarification. Warm regards, Arjun Menon",admin@office-portal.com,Minutes of the Meeting,162,0,0,7,Ham
EML02834,"Hi John, I am writing to confirm our appointment scheduled for next Monday at 3 PM. Please let me know if this time still works for you. Thank you, Ananya Iyer",admin@office-portal.com,Scheduled System Maintenance,159,0,0,10,Ham
EML02835,"Good morning, This is a reminder that our team meeting is scheduled for tomorrow at 10 AM in the conference room. Please come prepared. Thanks and regards, Priya Sharma",rahul.verma@university.edu,Minutes of the Meeting,168,0,0,8,Ham
EML02836,You are our lucky visitor today a chance to win a brand new car by simply clicking the link and filling out a short form with your details. Confirm here: http://account-alert-update.site/confirm Hurry! Only a few slots remaining!!!,offers@luxury-deals-cheap.shop,Limited Time Offer - 90% OFF,231,1,4,4,Spam
